Wall time,Step,Value
1733426330.4725187,7471,0.018748266622424126
1733426364.1883342,7544,0.015811895951628685
1733426386.5023108,7594,0.015080001205205917
1733426391.5519001,7605,0.01562553271651268
1733426409.4067361,7645,0.015383554622530937
1733426446.1495225,7728,0.016101347282528877
1733426447.5991251,7731,0.016670912504196167
1733426459.2747598,7757,0.016623031347990036
1733426476.3450131,7795,0.017404330894351006
1733426488.7843604,7822,0.018946262076497078
1733426504.164364,7856,0.016951704397797585
1733426522.1888058,7896,0.01531764306128025
1733426563.0899487,7987,0.016950249671936035
1733426624.7832544,8123,0.017027582973241806
1733426746.5095935,8292,0.015348823741078377
1733426794.3949475,8398,0.018290838226675987
1733426863.2740228,8549,0.017492402344942093
1733426865.8847754,8555,0.017118092626333237
1733426894.8273509,8619,0.015584091655910015
1733426913.3096795,8660,0.015462887473404408
1733426929.1097043,8695,0.016202760860323906
1733426942.9095101,8725,0.01683077961206436
1733426956.1565435,8753,0.015694793313741684
1733426966.8503413,8777,0.01609175093472004
1733426967.7076442,8779,0.015718521550297737
1733426987.7760847,8824,0.016647443175315857
1733426992.3538995,8834,0.015716133639216423
1733427009.2789958,8871,0.016979685053229332
1733427012.3961637,8878,0.017646916210651398
1733427095.2345479,9059,0.016840914264321327
1733427123.829437,9122,0.015546608716249466
1733427138.223429,9153,0.016188185662031174
1733427183.1219118,9253,0.01586328260600567
1733427200.7751021,9292,0.01603209413588047
1733427216.8647857,9328,0.017126353457570076
1733427231.1074305,9360,0.014865747652947903
1733427360.3397133,9539,0.017573542892932892
1733427364.423395,9548,0.01663581095635891
1733427420.267472,9672,0.015842540189623833
1733427439.0633736,9713,0.0148282116279006
1733427458.0218012,9754,0.015807049348950386
1733427458.4647393,9755,0.01543960627168417
1733427496.1203446,9838,0.015852179378271103
1733427509.747456,9868,0.015995796769857407
1733427521.733631,9895,0.016686230897903442
1733427532.0265,9918,0.01754780486226082
1733427545.8416927,9949,0.017647119238972664
1733427546.2564425,9950,0.016857344657182693
1733427551.263157,9961,0.01745794527232647
1733427556.9996798,9974,0.015320849604904652
1733427559.641016,9980,0.016680551692843437
1733427566.079204,9994,0.01610030047595501
1733427597.712324,10064,0.017343727871775627
1733427609.6415095,10091,0.016337649896740913
1733427623.8100169,10122,0.01766142062842846
1733427631.5588398,10139,0.01449205819517374
1733427655.5890107,10192,0.016139384359121323
1733427663.3147662,10209,0.017007093876600266
1733427666.547986,10216,0.016698623076081276
1733427723.9484913,10343,0.016310906037688255
1733427725.3134334,10346,0.016170497983694077
1733427748.3014648,10396,0.016341613605618477
1733427771.2804568,10446,0.016011368483304977
1733427777.1250644,10459,0.016670696437358856
1733427796.925456,10502,0.01881549321115017
1733427804.5528204,10519,0.017796257510781288
1733427824.1167364,10562,0.015035295858979225
1733427861.3819296,10644,0.0173355583101511
1733427862.2965636,10646,0.015542874112725258
1733427938.509801,10708,0.015711847692728043
1733427943.230545,10718,0.018113860860466957
1733427946.4177475,10725,0.014918257482349873
1733428082.4221466,11024,0.015069841407239437
1733428084.6309395,11029,0.016163509339094162
1733428088.193756,11037,0.01442656572908163
1733428096.4563255,11055,0.015625236555933952
1733428114.59759,11095,0.01653827726840973
1733428125.2381856,11119,0.015249422751367092
1733428127.8150382,11125,0.01575414463877678
1733428167.306614,11213,0.01653377152979374
1733428170.1706407,11219,0.016003547236323357
1733428221.90704,11332,0.017940497025847435
1733428250.0983922,11395,0.018296511843800545
1733428256.9037101,11410,0.018435155972838402
1733428272.2844505,11444,0.01663980819284916
1733428427.7239938,11787,0.016835657879710197
1733428442.6022694,11820,0.014867662452161312
1733428502.488397,11848,0.015020729973912239
1733428511.3987195,11868,0.015049074776470661
1733428558.875469,11973,0.015123237855732441
1733428583.8242524,12028,0.015384268946945667
1733428606.0658283,12077,0.01570318639278412
1733428650.8074017,12176,0.015915676951408386
1733428652.5516973,12180,0.015509093180298805
1733428677.376448,12236,0.01621224544942379
1733428708.292916,12303,0.016974251717329025
1733428714.362022,12317,0.016466112807393074
1733428731.6992698,12355,0.01732572726905346
1733428751.3852553,12399,0.01729256473481655
1733428752.301376,12401,0.013683867640793324
1733428769.303665,12438,0.014856476336717606
1733428786.7162454,12477,0.015970373526215553
1733428788.6283712,12481,0.01678418554365635
1733428822.419939,12555,0.017801735550165176
1733428844.2042592,12602,0.016129428520798683
1733428892.3399734,12709,0.01744837500154972
1733428980.035446,12902,0.016403473913669586
1733428981.8736012,12906,0.014609834179282188
1733428999.3919678,12945,0.015186779201030731
1733429011.9409895,12973,0.015699489042162895
1733429013.7873068,12977,0.017226900905370712
1733429155.9258006,13189,0.01623416692018509
1733429208.907414,13305,0.016722911968827248
1733429229.4687223,13350,0.017009293660521507
1733429247.1236176,13389,0.016510622575879097
1733429260.6792629,13419,0.01570454053580761
1733429277.301976,13456,0.016057949513196945
1733429308.1564007,13523,0.014028903096914291
1733429320.8048933,13551,0.014544066973030567
1733429324.4371986,13559,0.015264919959008694
1733429354.255605,13624,0.01584426313638687
1733429362.7824156,13643,0.014518964104354382
1733429364.9624696,13648,0.015961457043886185
1733429435.0960896,13803,0.016324244439601898
1733429456.5285852,13850,0.016547633334994316
1733429511.6088765,13972,0.01558083388954401
1733429515.719542,13981,0.01519920863211155
1733429527.5960746,14007,0.0168658085167408
1733429545.7831392,14047,0.015945926308631897
1733429604.8527808,14178,0.016671884804964066
1733429610.03705,14189,0.015600478276610374
1733429618.0939062,14207,0.014851745218038559
1733429687.8729196,14259,0.015327440574765205
1733429691.033587,14266,0.016011904925107956
1733429730.8156815,14355,0.01635552942752838
1733429734.0170095,14362,0.01598934642970562
1733429753.5859668,14406,0.016651174053549767
1733429759.9582322,14420,0.015468955971300602
1733429812.53457,14536,0.015178306959569454
1733429831.8548384,14578,0.014326805248856544
1733429852.6429224,14624,0.015030156821012497
1733429862.5184467,14646,0.01574466936290264
1733429907.9714258,14746,0.014938614331185818
1733429941.417065,14820,0.015712616965174675
1733429955.9368274,14852,0.017862429842352867
1733429961.6996768,14865,0.01677297055721283
1733429989.3249938,14926,0.014330866746604443
1733429995.8952637,14941,0.015932148322463036
1733430032.136001,15020,0.015579343773424625
1733430053.2410474,15066,0.015009352006018162
1733430053.7519138,15067,0.013638910837471485
1733430055.4603443,15071,0.015199411660432816
1733430073.3846376,15111,0.017077762633562088
1733430079.8082592,15125,0.016839344054460526
1733430086.4054608,15139,0.0175741296261549
1733430093.3996544,15154,0.01446807011961937
1733430107.9312313,15186,0.01717381738126278
1733430114.3595517,15200,0.0166765246540308
1733430175.4529767,15335,0.015968795865774155
1733430192.132006,15372,0.014745009131729603
1733430261.2523074,15420,0.01686522737145424
1733430277.7685146,15457,0.017389385029673576
1733430292.8025885,15491,0.017310377210378647
1733430347.51562,15611,0.016895020380616188
1733430360.0452788,15639,0.016405140981078148
1733430392.954188,15713,0.017078297212719917
1733430415.0824072,15761,0.013602051883935928
1733430430.3024392,15794,0.017180243507027626
1733430442.273595,15821,0.016224348917603493
1733430466.1332328,15874,0.015210810117423534
1733430488.107234,15923,0.014541726559400558
1733430538.1118357,16033,0.01582922413945198
1733430557.9753118,16077,0.01544750202447176
1733430576.6372442,16118,0.014580681920051575
1733430607.674628,16186,0.016065990552306175
1733430608.1266694,16187,0.015147370286285877
1733430632.9524093,16242,0.015718521550297737
1733430666.015214,16314,0.014356231316924095
1733430681.2636888,16347,0.016217250376939774
1733430701.6545548,16393,0.016386354342103004
1733430710.315806,16412,0.014143556356430054
1733430717.540128,16428,0.014498203061521053
1733430902.7315772,16732,0.015177405439317226
1733430904.5317707,16736,0.014216567389667034
1733430949.6769123,16835,0.01635853201150894
1733430964.2696915,16867,0.015019463375210762
1733430970.839321,16881,0.015181868337094784
1733430972.2091925,16884,0.015286920592188835
1733430983.0984175,16908,0.014865677803754807
1733431001.322478,16948,0.01409341860562563
1733431060.4634457,17077,0.015290290117263794
1733431080.5851943,17121,0.015405724756419659
1733431083.21268,17127,0.014588509686291218
1733431083.6521564,17128,0.016734054312109947
1733431145.3310711,17264,0.014618271961808205
1733431205.5585942,17395,0.015018428675830364
1733431222.50743,17432,0.016666868701577187
1733431282.8772542,17564,0.016505371779203415
1733431314.1046805,17633,0.015273410826921463
1733431339.3431375,17689,0.015539326705038548
1733431343.4853418,17698,0.014983524568378925
1733431358.9520192,17732,0.014538989402353764
1733431474.003048,17882,0.014839543029665947
1733431530.631554,18006,0.01424613781273365
1733431583.226951,18122,0.01676620915532112
1733431586.6938834,18130,0.01465677935630083
1733431588.5667725,18134,0.017122702673077583
1733431590.34362,18138,0.015187408775091171
1733431621.7974534,18208,0.015704873949289322
1733431653.5919173,18277,0.015378355048596859
1733431711.7585983,18406,0.015691542997956276
1733431722.4812338,18430,0.015394520945847034
1733431740.3329527,18469,0.016161026433110237
1733431746.2232962,18482,0.015879331156611443
1733431750.166458,18491,0.01729307696223259
1733431765.039615,18523,0.014691507443785667
1733431816.1347966,18635,0.016127094626426697
1733431872.9443052,18760,0.01564372144639492
1733431875.544745,18766,0.0156842228025198
1733431876.8610635,18769,0.01669761911034584
1733431882.285097,18781,0.01660960726439953
1733431889.0591943,18796,0.014551673084497452
1733431937.9838016,18905,0.015902094542980194
1733432024.7494564,18992,0.013227343559265137
1733432078.300865,19110,0.015481055714190006
1733432080.0861251,19114,0.01651802659034729
1733432124.0377562,19210,0.013847536407411098
1733432155.8303597,19279,0.015513715334236622
1733432174.6930852,19320,0.013196873478591442
1733432200.7667449,19378,0.015595491044223309
1733432214.109844,19407,0.015240833163261414
1733432220.3215344,19421,0.01541756372898817
1733432255.3248258,19499,0.016248079016804695
1733432256.9902267,19502,0.01576124131679535
1733432277.3365743,19547,0.016231903806328773
1733432309.872464,19618,0.015859555453062057
1733432326.4323246,19655,0.014985569752752781
1733432411.6027482,19842,0.014932509511709213
1733432420.722572,19862,0.015390639193356037
1733432436.3588195,19896,0.013301835395395756
1733432443.5905185,19912,0.015746237710118294
1733432448.630792,19923,0.016859523952007294
1733432477.838102,19987,0.016219697892665863
1733432483.8620286,20000,0.016913527622818947
1733432490.6350465,20015,0.01841430366039276
1733432672.077576,20312,0.015304620377719402
1733432694.9653308,20363,0.017940957099199295
1733432709.816735,20395,0.015428522601723671
1733432713.9304798,20404,0.014519000425934792
1733432722.761691,20423,0.016781795769929886
1733432731.096533,20441,0.016178306192159653
1733432755.0626009,20494,0.017275642603635788
1733432793.5405886,20579,0.013819851912558079
1733432794.9842505,20582,0.016888407990336418
1733432811.6286213,20619,0.016668491065502167
1733432824.390542,20647,0.014757517725229263
1733432832.5524685,20665,0.013911530375480652
1733432833.5503397,20667,0.014697333797812462
1733432876.0801423,20761,0.01623561978340149
1733432912.97089,20842,0.013562976382672787
1733432960.698567,20948,0.016197608783841133
1733432962.547175,20952,0.01645568199455738
1733432970.463944,20969,0.015227854251861572
1733432972.8141882,20974,0.013545013032853603
1733432975.5272377,20980,0.015006667003035545
1733432985.5567672,21001,0.015723688527941704
1733433002.007846,21037,0.015523665584623814
1733433009.3417623,21053,0.017361195757985115
1733433044.1639419,21130,0.014246606267988682
1733433090.9376042,21234,0.015969185158610344
1733433106.3366249,21268,0.01516737975180149
1733433126.0377185,21312,0.016514722257852554
1733433207.9130745,21391,0.016440844163298607
1733433221.1495123,21420,0.01668199710547924
1733433294.7211518,21583,0.014318796806037426
1733433299.583366,21594,0.014173410832881927
1733433301.7147403,21599,0.013667699880897999
1733433312.1781158,21622,0.014539039693772793
1733433336.9328833,21677,0.014821311458945274
1733433337.8480678,21679,0.015569753013551235
1733433399.7617545,21813,0.0159047469496727
1733433414.5565364,21846,0.014123938046395779
1733433513.8532982,22064,0.013997936621308327
1733433524.7179682,22088,0.015100193209946156
1733433551.5414007,22147,0.014414459466934204
1733433558.8375897,22163,0.01463911309838295
1733433589.4445927,22230,0.014187953434884548
1733433625.0588276,22308,0.015264871530234814
1733433656.8583722,22379,0.015087764710187912
1733433657.7630506,22381,0.01462588831782341
1733433674.3320832,22418,0.017179477959871292
1733433851.3884592,22703,0.014415974728763103
1733433876.4225602,22757,0.01603914238512516
1733433887.912219,22782,0.014377026818692684
1733433951.3061035,22922,0.01320724468678236
1733434019.5063975,23072,0.015087834559381008
1733434029.8091142,23095,0.015978828072547913
1733434035.3609014,23107,0.01599041186273098
1733434123.0317907,23299,0.014897633343935013
1733434137.5299437,23331,0.01497502438724041
1733434171.8934844,23407,0.01472514495253563
1733434172.349006,23408,0.016477428376674652
1733434214.7624307,23501,0.017131587490439415
1733434254.6167052,23590,0.014293568208813667
1733434255.5806956,23592,0.014531661756336689
1733434280.2719872,23646,0.015215728431940079
1733434281.5415237,23649,0.014370303601026535
1733434518.1449904,24071,0.015793099999427795
1733434658.4137523,24379,0.015557771548628807
1733434699.917206,24470,0.015388399362564087
1733434701.7216806,24474,0.014495063573122025
1733434710.3593261,24493,0.0163711067289114
1733434762.1077578,24607,0.014905649237334728
1733434806.5562525,24705,0.016884366050362587
1733434812.868036,24719,0.018716607242822647
1733434831.1744814,24759,0.01441970095038414
1733434862.8570056,24829,0.014371567405760288
1733434869.6159503,24844,0.014411596581339836
1733434930.8768868,24876,0.013805805705487728
1733434934.1455736,24883,0.013834006153047085
1733434959.420878,24939,0.014084996655583382
1733434968.595557,24959,0.013877023942768574
1733434969.4793985,24961,0.01485102716833353
1733434983.6030045,24992,0.014120131731033325
1733435011.9848006,25054,0.01426264550536871
1733435038.321495,25113,0.015498628839850426
1733435072.742405,25188,0.015130613930523396
1733435101.0884006,25250,0.015098950825631618
1733435169.0860257,25399,0.015502034686505795
1733435189.9870987,25445,0.015343316830694675
1733435282.3094354,25650,0.015545513480901718
1733435307.1196566,25704,0.0160822793841362
1733435311.7967808,25714,0.01561787724494934
1733435312.6922882,25716,0.014997863210737705
1733435331.458861,25758,0.015837589278817177
1733435357.280798,25815,0.013421857729554176
1733435403.9367077,25918,0.015190020203590393
1733435409.2154348,25930,0.015285923145711422
1733435532.6829247,26098,0.013778881169855595
1733435536.6699655,26107,0.01670689880847931
1733435543.7967825,26123,0.015641236677765846
1733435557.6633806,26154,0.016301341354846954
1733435607.7026365,26264,0.013566823676228523
1733435619.439685,26291,0.014827601611614227
1733435625.4748778,26304,0.016236675903201103
1733435626.458733,26306,0.015314659103751183
1733435659.1191525,26378,0.015434962697327137
1733435679.1017437,26422,0.014175339601933956
1733435738.3099706,26551,0.015739211812615395
1733435755.418579,26588,0.016306927427649498
1733435757.7156715,26593,0.01656356081366539
1733435781.9288733,26647,0.014752463437616825
1733435803.3776398,26694,0.01585325039923191
1733435830.5764148,26754,0.013779786415398121
1733435858.3747346,26816,0.016479356214404106
1733435858.8012974,26817,0.016328902915120125
1733435903.4957142,26915,0.015873722732067108
1733435929.2063742,26971,0.014468120411038399
1733435949.3997138,27015,0.013637722469866276
1733435956.0991664,27030,0.014226500876247883
1733435969.8008285,27060,0.014935589395463467
1733435990.1769097,27105,0.016726531088352203
1733435998.9258687,27124,0.017373180016875267
1733436006.7854452,27141,0.013896969147026539
1733436129.1667898,27309,0.015301215462386608
1733436155.658785,27368,0.016258319839835167
1733436189.140497,27443,0.01594306156039238
1733436190.4467552,27446,0.013562140986323357
1733436194.7832973,27455,0.015613195486366749
1733436225.516794,27522,0.01607881858944893
1733436232.7433465,27538,0.015937713906168938
1733436273.3636844,27627,0.014458175748586655
1733436284.5865605,27652,0.01600949838757515
1733436348.3199263,27793,0.017509499564766884
1733436363.2355938,27826,0.014073656871914864
1733436366.796403,27834,0.01563047617673874
1733436394.315221,27895,0.014296210370957851
1733436445.2011786,28007,0.01641998440027237
1733436462.854485,28046,0.016245584934949875
1733436488.6452167,28103,0.015015055425465107
1733436534.4087014,28204,0.015008156187832355
1733436542.97705,28223,0.014465329237282276
1733436606.8401446,28364,0.014409508556127548
1733436693.2992404,28453,0.013341139070689678
1733436696.9281068,28461,0.015617906115949154
1733436722.0100045,28516,0.015610565431416035
1733436767.2712371,28616,0.014589226804673672
1733436773.2974496,28629,0.014098119921982288
1733436848.9079096,28795,0.014519605785608292
1733436875.984834,28855,0.015093542635440826
1733436888.7578228,28883,0.015338454395532608
1733436929.5988326,28973,0.016219794750213623
1733436935.020655,28985,0.01724809966981411
1733436997.079049,29120,0.01631624437868595
1733437000.2331495,29127,0.01399476919323206
1733437061.5625236,29260,0.014707360416650772
1733437085.1732287,29311,0.014775563962757587
1733437104.7795768,29354,0.013380677439272404
1733437128.0984802,29405,0.015048006549477577
1733437140.3219373,29432,0.014651026576757431
1733437167.4507072,29491,0.013319672085344791
1733437201.766415,29566,0.01513811107724905
1733437273.845962,29621,0.015315219759941101
1733437281.025911,29637,0.013893380761146545
1733437296.8044937,29672,0.014339292421936989
1733437299.5496194,29678,0.014186631888151169
1733437347.756445,29785,0.01652125082910061
1733437350.89224,29792,0.015555319376289845
1733437358.6947858,29809,0.01594075933098793
1733437369.2088282,29832,0.015249875374138355
1733437376.698841,29849,0.013626045547425747
1733437388.3414009,29875,0.014741835184395313
1733437428.5467386,29964,0.015114827081561089
1733437433.4744911,29975,0.014441958628594875
1733437445.101297,30000,0.014706586487591267
1733437470.528803,30056,0.013291231356561184
1733437477.3541226,30068,0.014516260474920273
1733437483.3288305,30081,0.01498701237142086
1733437537.99724,30201,0.014357316307723522
1733437557.3054657,30244,0.014355353079736233
1733437562.3659284,30255,0.01564355567097664
1733437563.276933,30257,0.014568068087100983
1733437565.128655,30261,0.014761118218302727
1733437583.1945064,30301,0.01580480858683586
1733437598.0508306,30334,0.015932230278849602
1733437605.430359,30350,0.01583336666226387
1733437725.7034793,30615,0.015135517343878746
1733437759.6754956,30691,0.01498369686305523
1733437765.480358,30704,0.01559449452906847
1733437787.2160132,30752,0.013617529533803463
1733437896.2064738,30893,0.014504538848996162
1733437908.1049678,30920,0.014350729063153267
1733437922.9747684,30954,0.014583546668291092
1733437925.577786,30960,0.01487401220947504
1733437929.3262434,30968,0.015544979833066463
1733437947.2548149,31007,0.013039501383900642
1733438040.2007062,31212,0.014592805877327919
1733438055.285539,31245,0.014144865795969963
1733438086.9057376,31315,0.014020401984453201
1733438115.2213206,31377,0.01289100106805563
1733438130.451725,31411,0.013972434215247631
1733438157.2253366,31470,0.014510790817439556
1733438220.649915,31608,0.015617286786437035
1733438230.6516914,31630,0.01403093058615923
1733438245.0711465,31661,0.01538643054664135
1733438261.1280937,31697,0.015102262608706951
1733438262.9588149,31701,0.014449644833803177
1733438266.523366,31709,0.014361577108502388
1733438295.284267,31772,0.01468340028077364
1733438355.1495163,31903,0.013920264318585396
1733438362.3431432,31919,0.01524252537637949
1733438368.5728817,31933,0.01575450599193573
1733438378.1952393,31954,0.012692827731370926
1733438433.3639977,31977,0.01439245231449604
1733438441.5213244,31995,0.0154041089117527
1733438450.8662038,32015,0.015336339361965656
1733438522.9765718,32174,0.014374695718288422
1733438538.949917,32209,0.013617314398288727
1733438559.7973387,32255,0.015318689867854118
1733438675.9792845,32508,0.014881954528391361
1733438682.330327,32522,0.01436508260667324
1733438704.3647254,32570,0.013702972792088985
1733438725.3175435,32617,0.014366592280566692
1733438784.2347465,32747,0.015223005786538124
1733438814.1567295,32812,0.015048851259052753
1733438814.6620524,32813,0.01559653040021658
1733438819.7960668,32825,0.017383331432938576
1733438820.2834177,32826,0.01546880230307579
1733438855.4937036,32903,0.013206996023654938
1733438884.434641,32967,0.01450542826205492
1733438893.4367468,32987,0.014863177202641964
1733438905.4238973,33013,0.014892538078129292
1733439030.60867,33186,0.014051591977477074
1733439048.4789422,33226,0.01587451621890068
1733439073.709194,33280,0.014117458835244179
1733439125.086948,33394,0.014117679558694363
1733439131.967876,33409,0.015021339990198612
1733439134.2127633,33414,0.014870339073240757
1733439139.9681358,33427,0.01648981310427189
1733439146.8195593,33442,0.016017384827136993
1733439264.4882717,33702,0.014748224057257175
1733439267.931395,33710,0.014192583970725536
1733439287.0759654,33751,0.01541424822062254
1733439310.8445868,33804,0.015856856480240822
1733439323.0726843,33831,0.014720700681209564
1733439336.5079615,33860,0.01564129814505577
1733439338.7502995,33865,0.014914803206920624
1733439339.6687331,33867,0.01662890985608101
1733439348.6038349,33887,0.01423439010977745
1733439409.713028,34022,0.015364171005785465
1733439440.1804829,34090,0.015399875119328499
1733439448.2356882,34108,0.014381475746631622
1733439488.708107,34198,0.013623739592730999
1733439525.0325105,34277,0.014791665598750114
1733439527.3213022,34282,0.01539551466703415
1733439611.6372359,34365,0.013201943598687649
1733439657.2902787,34465,0.01636296883225441
1733439662.400592,34476,0.015108715742826462
1733439673.7792625,34500,0.014139143750071526
1733439730.2147737,34624,0.015365773811936378
1733439783.2272887,34742,0.014359897933900356
1733439815.6354399,34812,0.013975966721773148
1733439845.597077,34878,0.018786171451210976
1733439859.858094,34910,0.014143259264528751
1733439869.9965208,34932,0.01647513546049595
1733439873.2229664,34939,0.015537834726274014
1733439877.2953246,34948,0.015711404383182526
1733439878.1834838,34950,0.013924665749073029
1733439879.0486507,34952,0.014740011654794216
1733439886.3038282,34968,0.013982197269797325
1733439922.8849282,35047,0.015243484638631344
1733439936.3120735,35076,0.01417143177241087
1733439953.8198617,35115,0.014672552235424519
1733439965.4253225,35141,0.015685612335801125
1733439980.4582884,35174,0.014605951495468616
1733440000.6015291,35218,0.015620764344930649
1733440072.7933016,35378,0.015327716246247292
1733440112.4164379,35465,0.015295799821615219
1733440118.4108682,35478,0.015062845312058926
1733440183.9560268,35527,0.014499489217996597
1733440195.2940063,35552,0.014544222503900528
1733440207.7337623,35580,0.014858142472803593
1733440232.9507015,35636,0.014094079844653606
1733440263.792996,35705,0.01569528505206108
1733440291.1173244,35765,0.015038457699120045
1733440330.1990504,35850,0.013652675785124302
1733440341.471279,35875,0.015456045977771282
1733440358.845752,35914,0.015229936689138412
1733440374.9432294,35949,0.013635531067848206
